"PARENT COMPANY","year","GHG"
"HURON REAL ESTATE ASSOCIATES LLC","2016",37572
"HURON REAL ESTATE ASSOCIATES LLC","2017",39280
"HURON REAL ESTATE ASSOCIATES LLC","2018",34003
"HURON REAL ESTATE ASSOCIATES LLC","2019",31138
"HURON REAL ESTATE ASSOCIATES LLC","2020",31583
"HURON REAL ESTATE ASSOCIATES LLC","2021",28868
"HURON REAL ESTATE ASSOCIATES, LLC","2011",40812
"HURON REAL ESTATE ASSOCIATES, LLC","2012",41570
"HURON REAL ESTATE ASSOCIATES, LLC","2013",39440
"HURON REAL ESTATE ASSOCIATES, LLC","2014",39947
"HUSKER AG LLC","2015",85161
"HUSKER AG LLC","2016",92142
"HUSKER AG LLC","2017",97462
"HUSKER AG LLC","2018",107399
"HUSKER AG LLC","2019",108158
"HUSKER AG LLC","2020",88158
"HUSKER AG LLC","2021",98877
"HUSKER AG LLC","2022",101062
"HUSKER AG, LLC","2011",91394
"HUSKER AG, LLC","2012",86642
"HUSKER AG, LLC","2013",82483
"HUSKER AG, LLC","2014",83981
"HUSKY ENERGY CO","2020",633303
"HUSKY ENERGY INC","2015",689692
"HUSKY ENERGY INC","2016",594666
"HUSKY ENERGY INC","2017",1039867
"HUSKY ENERGY INC","2018",813837
"HUSKY MARKETING & SUPPLY CO","2021",660769.5
"HUSKY MARKETING & SUPPLY CO","2022",378031.5
"HYDE PARK HOLDINGS LLC","2015",89273
"HYDE PARK HOLDINGS LLC","2016",92286.5
"HYDE PARK HOLDINGS LLC","2017",79700
"HYDE PARK HOLDINGS LLC","2018",99853.5
"HYDE PARK HOLDINGS LLC","2019",24842
"HYDRO EXTRUSION USA LLC","2019",181887
"HYDRO EXTRUSION USA LLC","2020",165735
"HYDRO EXTRUSION USA LLC","2021",166485
"HYDRO EXTRUSION USA LLC","2022",165367
"HYUNDAI MOTOR AMERICA","2015",32177
"HYUNDAI MOTOR AMERICA","2016",31278
"HYUNDAI MOTOR AMERICA","2017",27281
"HYUNDAI MOTOR AMERICA","2018",29684
"HYUNDAI MOTOR AMERICA","2019",29652
"HYUNDAI MOTOR AMERICA","2020",26035
"HYUNDAI MOTOR AMERICA","2021",28078
"HYUNDAI MOTOR AMERICA","2022",30669
"HYUNDAI MOTOR MANUFACTURING ALABAMA, LLC","2010",31519
"Habersham County Board of Commissioners","2011",35591
"Habersham County Board of Commissioners","2012",36011
"Habersham County Board of Commissioners","2013",35854
"Habersham County Board of Commissioners","2014",35563
"Haier US Appliance Solutions Inc","2016",27792
"Halcon Resources Corporation","2011",225698
"Halcon Resources Corporation","2012",1186407
"Halcon Resources Corporation","2013",1139704
"Halcon Resources Corporation","2014",1171517
"Hall County, Georgia","2010",83049
"Hall County, Georgia","2011",83005
"Hall County, Georgia","2012",83212
"Hall County, Georgia","2013",74105
"Hall County, Georgia","2014",74076
"Halliburton","2010",79212
"Halliburton Energy Services","2011",88480
"Halliburton Energy Services","2012",77902
"Halliburton Energy Services","2013",69981
"Halliburton Energy Services","2014",75312
"Hamblen County Morristown Solid Waste Authority","2014",2500
"Hamblen County Solid Waste System","2010",95295
"Hancock County Landfill","2010",84658
"Hancock County Landfill","2011",23107
"Hancock County Landfill","2012",22987
"Hancock County Landfill","2013",15873
"Hancock County Landfill","2014",13512
"Hanford L.P.","2010",222948
"Hardin County Fiscal Court","2010",110347
"Hardin County Fiscal Court","2011",127017
"Hardin County Fiscal Court","2012",109675
"Hardin County Fiscal Court","2013",93866
"Hardin County Fiscal Court","2014",135850
"Harford County Government","2010",71684
"Harford County Government","2011",69404
"Harford County Government","2012",66669
"Harford County Government","2013",68810
"Harford County Government","2014",72384
"Harrison Street Social Infrastructure Fund B, LP","2022",70.233
"Harrison Street Social Infrastructure Fund LP","2022",125.049
"Harsco","2010",3910
"Harsco Corp","2011",459
"Harsco Corp","2012",594
"Harsco Corp","2013",552
"Harsco Corp","2014",473
"Harvest Midstream Co","2020",57085
"Hastings Utilities (HU) / City of Hastings Nebraska","2010",536
"Hastings Utilities (HU-WEC1) / City of Hastings Nebraska","2010",619719
"Hastings Utilities - City of Hastings (HU-WEC1)","2011",374878.25
"Hastings Utilities - City of Hastings (HU-WEC1)","2012",365041.5
"Hastings Utilities - City of Hastings (HU-WEC1)","2013",477081.5
"Hastings Utilities - City of Hastings (HU-WEC1)","2014",447010.5
"Hastings Utilities / City of Hastings, NE","2011",495
"Hastings Utilities / City of Hastings, NE","2012",1778
"Hastings Utilities / City of Hastings, NE","2013",615
"Hastings Utilities / City of Hastings, NE","2014",351
"Hat Creek Energy LLC","2010",787.991
"Hatfield Metallurgical Intermediate Holdings, LLC","2020",936316
"Haverhill Chemicals, LLC","2011",39969
"Haverhill Chemicals, LLC","2012",28251
"Haverhill Chemicals, LLC","2013",36442
"Haverhill Chemicals, LLC","2014",35043
"Hawaii Electric Light Company, Inc.","2010",466167
"Hawaii Electric Light Company, Inc.","2011",460257
"Hawaii Electric Light Company, Inc.","2012",409414
"Hawaii Electric Light Company, Inc.","2013",448162
"Hawaii Electric Light Company, Inc.","2014",432877
"Hawaii Independent Energy, LLC","2013",334780
"Hawaii Independent Energy, LLC","2014",560169
"Hawaiian Electric Company, Inc.","2010",3614261
"Hawaiian Electric Company, Inc.","2011",102348
"Hawaiian Electric Company, Inc.","2012",53678
"Hawaiian Electric Company, Inc.","2013",59248
"Hawaiian Electric Company, Inc.","2014",2073
"Hawker Beechcraft Corporation","2010",31626
"Hawkeye Energy Greenport","2010",27731
"Hawkwood Energy Management, LLC 220","2014",27091
"Hayes Landfill, Inc","2010",64661
"Haynes International, Inc.","2010",55875
"Haynesville Gathering LP","2019",53413
"Haywood County, North Carolina","2011",38540
"Haywood County, North Carolina","2012",39733
"Haywood County, North Carolina","2013",40838
"Heartland Consumers Power District","2010",403617.72
"Heartland Corn Products","2010",164171
"Heaven Hill Distilleries Inc","2018",30071
"Heaven Hill Distilleries Inc","2019",29438
"Hecla Greens Creek Mine","2019",51692
"Hecla Greens Creek Mining Company","2011",28611
"Hecla Greens Creek Mining Company","2012",8280
"Hecla Greens Creek Mining Company","2013",26549
"Hecla Greens Creek Mining Company","2014",3865
"Heidelberg Materials US Cement LLC","2022",958718
"Helis Oil & Gas, LLC","2011",35738
"Helis Oil & Gas, LLC","2012",25622
"Helis Oil & Gas, LLC","2013",24840
"Helis Oil & Gas, LLC","2014",30947
"Helis Oil and Gas Company, L.L.C.","2013",25256
"Helis Oil and Gas Company, L.L.C.","2014",39131
"Helis Oil and Gas Company, LLC","2011",65826
"Henderson County","2010",9034
"Henderson County","2011",12687
"Henderson County","2012",8821
"Henderson County","2013",14666
"Henderson Municipal Power and Light","2010",2357185
"Hennepin County Environmental Services","2011",148215
"Hennepin County Environmental Services","2012",127038
"Hennepin County Environmental Services","2013",121312
"Hennepin County Environmental Services","2014",148477
"Henrico County Department of Public Works","2010",39113
"Henrico County Department of Public Works","2011",26223
"Henrico County Department of Public Works","2012",26490
"Henrico County Department of Public Works","2013",17515
"Henrico County Department of Public Works","2014",12948
"Henry County Commissioners","2011",30358
"Henry County Commissioners","2012",30145
"Henry County Commissioners","2013",24839
"Henry County Commissioners","2014",24171
"Henry County, Board of Commissioners","2010",30518
"Henry Resources LLC","2017",27339
"Heorot Power Holdings LLC","2015",615245
"Hercules Cement Holding Company","2010",5903.93
"Heritage - Crystal Clean, LLC","2017",29948
"Heritage Environmental Services, LLC.","2010",1801
"Hermes Consolidated Inc.","2010",120737
"Hernando County, Fl","2010",48119
"Hernando County, Fl","2011",58785
"Hernando County, Fl","2012",76805
"Hernando County, Fl","2013",78867
"Hernando County, Fl","2014",127983
"Heron Lake BioEnergy, LLC","2010",160572
"Hess Corporation","2010",265443.56
"Hess Corporation","2011",1236620
"Hess Corporation","2012",2088842
"Hess Corporation","2013",1828333
"Hess Corporation","2014",2141922
"Hess Corproation","2010",523431
"Hess North Dakota Export Logistics LLC","2014",25425
"Hexcel Corporation","2010",55876
"Hexion Inc","2015",22476
"Hi-Crush Blair LLC","2017",28384
"Hibbing Taconite Company, A Joint Venture","2011",242024
"Hibbing Taconite Company, A Joint Venture","2012",285282
"Hibbing Taconite Company, A Joint Venture","2013",264112
"Hibbing Taconite Company, A Joint Venture","2014",245939
"Hibernia Resources III, LLC","2020",100638
"Hickory Run Energy, LLC","2021",2334994
"Hickory Run Holdings, LLC","2019",5422
"High River Resources LLC","2020",91189
"High Sierra Limited","2010",24385
"HighPoint Resources Corp","2018",285411
"Highlander Oil & Gas Assets LLC","2019",100568.88
"Highlander Oil & Gas Assets LLC","2022",75291.84
"Highpeak Energy Holdings LLC","2022",314773
"Highstar IV GWF Holdings LLC","2012",294258
"Highstar IV GWF Holdings LLC","2013",364726
"Highstar IV SWG Holdings, LLC","2014",418637
"Highstar Linden CIV A, LLC","2013",242421.988104
"Highstar Linden CIV A, LLC","2014",264611.979792
"Highstar Linden Prism/IV-A Interco LLC","2013",333371.969712
"Highstar Linden Prism/IV-A Interco LLC","2014",363887.028576
"Highwater Ethanol, LLC","2010",76230
"Hiland Partners LP","2011",63989
"Hiland Partners LP","2012",154259
"Hiland Partners LP","2013",205062
"Hiland Partners LP","2014",218044
"Hilcorp Alaska LLC","2014",947085.5456
"Hilcorp Alaska, LLC","2011",278348.762
"Hilcorp Alaska, LLC","2012",373819.94
"Hilcorp Alaska, LLC","2013",702545
"Hilcorp Alaska, LLC","2014",616913
"Hilcorp North Slope, LLC","2020",50371.5024
"Hill Top MM RH, LP","2021",122114.890926
"Hill-Lake Gas Storage, LLC","2010",30642
"Hillsborough County","2010",98811
"Hillsborough County","2011",98722
"Hillsborough County","2012",100272
"Hillsborough County","2013",85802
"Hillsborough County","2014",76413
"Hillsborough County Board of County Commissioners","2010",7208
"Hillsborough County Board of County Commissioners","2011",6467
"Hillsborough County Board of County Commissioners","2012",4774
"Hillsborough County Board of County Commissioners","2013",4723
"Hillsborough County Public Utilities Department","2011",199359
"Hillsborough County Public Utilities Department","2012",207228
"Hillsborough County Public Utilities Department","2013",202296
"Hillsborough County Public Utilities Department","2014",202874
"Hilmar Cheese Company","2010",68973
"Hilmar Cheese Company","2011",70031
"Hilmar Cheese Company","2012",67426
"Hilmar Cheese Company","2013",61970
"Hilmar Cheese Company","2014",66565
"Hitachi Metals America","2010",27551
"Hitachi Metals America Holdings Inc","2015",433513
"Hitachi Metals America Holdings, Inc","2015",211388
"Hoeganaes Corporation","2010",58765
"Hoeganaes Corporation","2011",54130
"Hoeganaes Corporation","2012",61340
"Hoeganaes Corporation","2013",66158
"Hoeganaes Corporation","2014",66125
"Holcim (US)","2010",528558
"Holcim (US) INC","2010",415264
"Holcim (US) Inc","2010",916794
"Holcim (US) Inc","2011",967725
"Holcim (US) Inc","2012",1164123
"Holcim (US) Inc","2013",1135169
"Holcim (US) Inc","2014",1330218
"Holcim (US) Inc","2018",443286
"Holcim (US) Inc.","2010",3508717
"Holcim (US) Inc.","2011",4869165
"Holcim (US) Inc.","2012",5407171
"Holcim (US) Inc.","2013",5406990
"Holcim (US) Inc.","2014",6288011
"Holcim (US) Inc. - Corporate Office","2010",731697
"Holcim (US), Inc.","2010",728309
"Holcim (US), Inc.","2011",1190035
"Holcim (US), Inc.","2012",1326253
"Holcim (US), Inc.","2013",1185728
"Holcim (US), Inc.","2014",1318744
"Holcim(US) Inc.","2011",470862
"Holcim(US) Inc.","2012",449555
"Holcim(US) Inc.","2013",411884
"Holcim(US) Inc.","2014",527482
"Holland Board of Public Works","2010",348591
"Holland Board of Public Works","2011",306278
"Holland Board of Public Works","2012",108861
"Holland Board of Public Works","2013",97697
"Holland Board of Public Works","2014",92369
"Hollingsworth & Vose","2010",38458
"HollyFrontier Corporation","2010",2469943
"HollyFrontier Corporation","2011",613368
"HollyFrontier Corporation","2012",562610
"HollyFrontier Corporation","2013",446693
"HollyFrontier Corporation","2014",601741
"HollyFrontier Puget Sound Refining LLC","2021",1837958
"Holmes Western Oil Corp","2014",28619
"Holy Cross Electric Association, Inc.","2010",274419.391175
"Home Grown Fuels","2013",3896.5394
"Home Grown Fuels","2014",3897.1364
"Homeland Energy Solutions, LLC","2010",194927
"Honeywell International","2010",44297
"Honeywell International Incorporated","2010",70797
"Honeywell International, Inc.","2010",5116738
"Honeywell-UOP","2019",27084
"Honeywell-UOP","2020",22888
"Hood Companies, Inc.","2012",139386
"Hood Companies, Inc.","2013",170891
"Hood Companies, Inc.","2014",132638
"Hood Container of Louisiana, LLC","2015",121852
"Hoosier Energy","2010",148641
"Hoosier Energy REC, Inc.","2010",7807079
"Hoosier Energy REC, Inc.","2011",7749361
"Hoosier Energy REC, Inc.","2012",6106932
"Hoosier Energy REC, Inc.","2013",6515972
"Hoover Energy Partners LP","2010",114594
"Hoover Energy Partners LP","2011",185464
"Hoover Energy Partners LP","2012",209879
"Hoover Energy Partners LP","2013",167363
"Hopkinsville Elevator Company","2010",55290
"Horizon Ethanol dba Poet Biorefining-Jewell","2010",87034
"Horizon Ethanol, LLC dba POET Biorefining - Jewell","2012",87204
"Horizon Ethanol, LLC dba POET Biorefining - Jewell","2013",91559
"Horizon Ethanol, LLC dba POET Biorefining - Jewell","2014",103814
"Hormel Foods Corporation","2010",71153
"Horry County Solid Waste Authority","2010",78703
"Horry County Solid Waste Authority","2011",98666
"Horry County Solid Waste Authority","2012",107383
"Horry County Solid Waste Authority","2013",71313
"Horry County Solid Waste Authority","2014",99991
"Horsehead Corporation","2011",60866
"Horsehead Corporation","2012",61470
"Horsehead Corporation","2013",60855
"Horsehead Corporation","2014",62880
"Horsehead Holding Corp.","2010",1356153
"Horsehead corporation","2010",61292
"Houston County Board of Commissioners","2010",58103
"Houston County Board of Commissioners","2011",33530
"Houston County Board of Commissioners","2012",49642
"Houston County Board of Commissioners","2013",60722
"Houston County Board of Commissioners","2014",55727
"Houweling California Holdings, INC","2014",35503
"Houweling Nurseries Oxnard, Inc.","2013",29378
"Howard County","2010",26501
"Howard County, Maryland","2010",28220
"Howard County, Maryland","2011",26095
"Howard County, Maryland","2012",36548
"Howard County, Maryland","2013",32301
"Howard County, Maryland","2014",31275
"Howard Energy Partners","2015",140574
"Howard Energy Partners LLC","2022",84093
"Howard University","2018",25238
"Howard University","2019",18886
"Howmet Aerospace Inc","2020",28414
"Huber Equity Corporation","2011",83583
"Huber Equity Corporation","2012",88332
"Huber Equity Corporation","2013",94252
"Huber Equity Corporation","2014",100734
"Hudson Energy NY, LLC","2019",52829.6
"Huhtamaki North America INC","2014",26398
"Humboldt Utilities","2011",398
"Humboldt Utilities","2012",389
"Humboldt Utilities","2013",386
"Humboldt Utilities","2014",392
"Humboldt Waste Managment Authority","2013",23922
"Humboldt Waste Managment Authority","2014",25989
"Hunt Consolidated","2022",83996
"Hunt Consolidated Inc.","2010",410940
"Hunt Consolidated, Inc.","2010",31531
"Hunt Forest Products, LLC","2020",32170
"Hunt Oil Company","2011",7067.3526
"Hunt Oil Company","2012",530.5272
"Hunter Ridge Energy Services LLC","2012",30737
"Hunter Ridge Energy Services LLC","2013",70917
"Hunter Ridge Energy Services LLC","2014",65154
"Huntington Energy, L.L.C","2014",21102
"Huntsman International LLC","2010",1366425
"Huntsman International LLC","2011",1195637
"Huntsman International LLC","2012",1195540
"Huntsman International LLC","2013",1176797
"Huntsman International LLC","2014",1264341
"Huntsman International LLC","2015",1162427
"Huntsman International LLC","2016",1234496
"Huntsman International LLC","2017",1291508
"Huntsman P&A Investments LLC","2015",129465.5
"Huntsman Petrochemical LLC","2010",58337
"Huntsman Petrochemical LLC","2011",57652
"Huntsman Petrochemical LLC","2012",52695
"Huntsman Petrochemical LLC","2013",55068
"Huntsman Petrochemical LLC","2014",55068
"Huntsman Petrochemical LLC","2015",59428
"Huntsman Petrochemical LLC","2016",49098
"Huntsman Petrochemical LLC","2017",52761
"Huntsman Petrochemical LLC","2018",55801
"Huntsman Petrochemical LLC","2019",51836
"Huntsman Petrochemical, LLC","2012",35813
"Huntsman Petrochemical, LLC","2013",33472
"Huntsman Petrochemical, LLC","2014",39240
"Huntsville Solid Waste Disposal Authority","2011",93467
"Huntsville Solid Waste Disposal Authority","2012",90863
"Huntsville Solid Waste Disposal Authority","2013",94372
"Huntsville Solid Waste Disposal Authority","2014",98216
"Huron Real Estate Associates, LLC.","2010",46235
"Husker Ag, LLC","2010",90267
"Husky Energy CO","2019",661311.5
"Husky Energy Inc.","2010",645144.5
"Husky Energy Inc.","2011",666722.5
"Husky Energy Inc.","2012",671077
"Husky Energy Inc.","2013",681927.5
"Husky Energy Inc.","2014",694052.5
"Husky Superior Refining Holding Corp","2022",32040
"Hutchinson Technology Inc","2012",6380
"Hutchinson Technology Inc","2013",5066
"Hutchinson Technology Inc","2014",5677
"Hutchinson Technology Inc.","2011",12955
"Hutchinson Technology Inc.","2012",4230
"Hutchinson Technology Inc.","2013",4750
"Hutchinson Technology Inc.","2014",5480
"Hutchinson Utilities Commission","2010",5132
"Hyde Park Holdings, L.L.C.","2011",74753
"Hyde Park Holdings, L.L.C.","2012",91140
"Hyde Park Holdings, L.L.C.","2013",75003
"Hyde Park Holdings, L.L.C.","2014",71948
"Hydro Extrusion North America","2018",51163
"Hyundai Motor Manufacturing Alabama, LLC","2011",29375
"Hyundai Motor Manufacturing Alabama, LLC","2012",31186
"Hyundai Motor Manufacturing Alabama, LLC","2013",34433
"Hyundai Motor Manufacturing Alabama, LLC","2014",36174
"IACX ENERGY LLC","2018",48451
"IACX ENERGY LLC","2019",257839
"IACX ENERGY LLC","2020",282193
"IACX ENERGY LLC","2021",366066
"IACX ENERGY LLC","2022",351104
"IACX Energy LLC","2017",27896
"IBERDROLA RENEWABLES LLC","2014",924824
"IBERDROLA USA INC","2011",300948
"IBERDROLA USA INC","2012",155942
"IBERDROLA USA INC","2013",117885
"IBERDROLA USA INC","2014",113901
"IBERDROLA USA INC","2015",1232454
"IBERDROLA USA INC","2016",1152397
"IBERDROLA USA INC","2017",1043763
"IBERDROLA USA INC","2018",1162241
"IBM CORP","2011",408981
"IBM CORP","2012",368280
"IBM CORP","2013",304247
"IBM CORP","2014",289773
"IBM Corporation","2010",102926
"ICL Industrial Products","2022",23997
"ICL NORTH AMERICA INC","2019",73337
"ICL Performance Products LP","2010",44269
"ICL SPECIALTY PRODUCTS NORTH AMERICA INC","2020",75308
"ICL SPECIALTY PRODUCTS NORTH AMERICA INC","2021",79773
"ICL SPECIALTY PRODUCTS NORTH AMERICA INC","2022",53905
"ICL-PPLP (ICL PERFORMANCE PRODUCTS LP)","2015",50540
"ICL-PPLP (ICL PERFORMANCE PRODUCTS LP)","2016",50576
"ICL-PPLP (ICL PERFORMANCE PRODUCTS LP)","2017",49250
"ICL-PPLP (ICL PERFORMANCE PRODUCTS LP)","2018",49475
"ICL-PPLP (ICL Performance Products LP)","2011",49915
"ICL-PPLP (ICL Performance Products LP)","2012",46694
"ICL-PPLP (ICL Performance Products LP)","2013",52108
"ICL-PPLP (ICL Performance Products LP)","2014",49874
"ICM","2011",5552.268
"ICM","2012",5759.7122
"ICM INC","2015",39119.64
"ICM INC","2016",38067.61
"ICM INC","2017",38471.37
"ICM INC","2018",38837.4
"ICM INC","2019",46321.66
"ICM INC","2020",69950.44
"ICM INC","2021",71407.21
"ICM INC","2022",80522.68
"ICM, Inc.","2011",31990.14
"ICM, Inc.","2012",29234.38
"ICM, Inc.","2013",34371.05
"ICM, Inc.","2014",37552.62
"IDACORP","2010",88523
"IDACORP","2011",79720
"IDACORP","2012",1042566
"IDACORP","2013",1872501.5
"IDACORP","2014",1780638.5
"IDACORP","2015",1588516.5
"IDACORP","2016",1219560.5
"IDACORP","2017",953512
"IDACORP","2018",1329035.5
"IDACORP INC","2019",1773960
"IDACORP INC","2020",1583109.4
"IDACORP INC","2021",5613649.97
"IDACORP INC","2022",5509125.3
"IDACORP, Inc","2010",1387034.5
"IDACORP, Inc","2011",929909
"IDAHO POWER","2011",4259944.2963
"IDAHO POWER","2012",4570161.2715
"IDAHO POWER","2013",4908449.4393
"IDAHO POWER","2014",4817253.6306
"IDAHO POWER","2015",4643730.1968
"IDAHO POWER","2016",4095940.0748
"IDAHO POWER","2017",4122535.2507
"IDAHO POWER","2018",3815660.3976
"IDAHO POWER","2019",4112069.9008
"IDAHO REGIONAL SOLID WASTE DISTRICT","2018",21533
"IDAHO WASTE SYSTEMS INC","2011",33561
"IDAHO WASTE SYSTEMS INC","2012",36754
"IDAHO WASTE SYSTEMS INC","2013",40747
"IDAHO WASTE SYSTEMS INC","2014",43781
"IDAHO WASTE SYSTEMS INC","2015",47643
"IDAHO WASTE SYSTEMS INC","2016",50488
"IDAHO WASTE SYSTEMS INC","2017",52847
"IDAHO WASTE SYSTEMS INC","2019",59146
"IESI","2010",124742
"IESI","2011",98412
"IESI","2012",232366
"IESI","2013",197849
"IESI","2014",197125
"IESI AR LANDFILL CORP","2011",72316
"IESI AR LANDFILL CORP","2012",74170
"IESI AR LANDFILL CORP","2013",76356
"IESI AR LANDFILL CORP","2014",80038
"IESI CORP","2011",75051
"IESI CORPORATION","2011",102075
"IESI CORPORATION","2012",119334
"IESI CORPORATION","2013",161304
"IESI Corporation","2010",660000
"IESI Corporation","2011",251337
"IESI Corporation","2012",136569
"IESI Corporation","2013",159967
"IESI Corporation","2014",177210
"IESI LA CORP","2011",42836
"IESI LA CORP","2012",53221
"IESI LA CORP","2013",135272
"IESI LA CORP","2014",149104
"IESI LA LANDFILL CORP","2011",261142
"IESI LA LANDFILL CORP","2012",275941
"IESI LA LANDFILL CORP","2013",285037
"IESI LA LANDFILL CORP","2014",263148
"IESI MO CORP","2011",59173
"IESI MO CORP","2012",86906
"IESI MO CORP","2013",97063
"IESI MO CORP","2014",68458
"IIF US HOLDING LP","2017",91479
"IIF US HOLDING LP","2018",80557
"IIF US HOLDING LP","2019",57076
"IIF US HOLDING LP","2020",54341
"IIF US HOLDING LP","2021",39890
"IIF US HOLDING LP","2022",43861
"IIF US Holding LP","2016",25252
"IIG Minwool, LLC","2013",25638
"IKOMAT INDUSTRIES","2015",15451.5
"IKOMAT INDUSTRIES","2016",16404.5
"IKOMAT INDUSTRIES","2017",15195.5
"IKOMAT INDUSTRIES","2018",14984
"IKOMAT INDUSTRIES","2019",15504.5
"IKOMAT INDUSTRIES","2020",13783.5
"IKOMAT INDUSTRIES","2021",14089.5
"IKOMat Industries","2011",13469.5
"IKOMat Industries","2012",13651.5
"IKOMat Industries","2013",14995
"IKOMat Industries","2014",15760
"IL POMODORA INC","2015",787.5928718812
"IL POMODORA INC","2016",873.5556768092
"IL POMODORA INC","2017",624.5321762834
"IL POMODORA INC","2018",761.9486793534
"IL POMODORA INC","2019",804.1861729286
"IL POMODORA INC","2020",719.525208556
"IL POMODORA INC","2021",769.4397
"IL POMODORA INC","2022",835.3485
"IL Pomodora, Inc.","2011",706.4861388662
"IL Pomodora, Inc.","2012",780.1537829932
"IL Pomodora, Inc.","2013",675.3659503514
"IL Pomodora, Inc.","2014",934.845503592
"ILLINOIS GAS CO","2015",1427
"ILLINOIS GAS CO","2016",1726
"ILLINOIS GAS CO","2017",1484
"ILLINOIS GAS CO","2018",1482
"ILLINOIS GAS CO","2019",1486
"ILLINOIS GAS CO","2020",1478
"ILLINOIS GAS CO","2021",1482
"ILLINOIS GAS CO","2022",1486
"ILLINOIS GAS COMPANY","2011",1484
