"","PARENT COMPANY","year","GHG"
"17758","Hudson Energy NY, LLC","2019",52829.6
"17759","Huhtamaki North America INC","2014",26398
"17760","Humboldt Utilities","2011",398
"17761","Humboldt Utilities","2012",389
"17762","Humboldt Utilities","2013",386
"17763","Humboldt Utilities","2014",392
"17764","Humboldt Waste Managment Authority","2013",23922
"17765","Humboldt Waste Managment Authority","2014",25989
"17766","Hunt Consolidated","2022",83996
"17767","Hunt Consolidated Inc.","2010",410940
"17768","Hunt Consolidated, Inc.","2010",31531
"17769","Hunt Forest Products, LLC","2020",32170
"17770","Hunt Oil Company","2011",7067.3526
"17771","Hunt Oil Company","2012",530.5272
"17772","Hunter Ridge Energy Services LLC","2012",30737
"17773","Hunter Ridge Energy Services LLC","2013",70917
"17774","Hunter Ridge Energy Services LLC","2014",65154
"17775","Huntington Energy, L.L.C","2014",21102
"17776","Huntsman International LLC","2010",1366425
"17777","Huntsman International LLC","2011",1195637
"17778","Huntsman International LLC","2012",1195540
"17779","Huntsman International LLC","2013",1176797
"17780","Huntsman International LLC","2014",1264341
"17781","Huntsman International LLC","2015",1162427
"17782","Huntsman International LLC","2016",1234496
"17783","Huntsman International LLC","2017",1291508
"17784","Huntsman P&A Investments LLC","2015",129465.5
"17785","Huntsman Petrochemical LLC","2010",58337
"17786","Huntsman Petrochemical LLC","2011",57652
"17787","Huntsman Petrochemical LLC","2012",52695
"17788","Huntsman Petrochemical LLC","2013",55068
"17789","Huntsman Petrochemical LLC","2014",55068
"17790","Huntsman Petrochemical LLC","2015",59428
"17791","Huntsman Petrochemical LLC","2016",49098
"17792","Huntsman Petrochemical LLC","2017",52761
"17793","Huntsman Petrochemical LLC","2018",55801
"17794","Huntsman Petrochemical LLC","2019",51836
"17795","Huntsman Petrochemical, LLC","2012",35813
"17796","Huntsman Petrochemical, LLC","2013",33472
"17797","Huntsman Petrochemical, LLC","2014",39240
"17798","Huntsville Solid Waste Disposal Authority","2011",93467
"17799","Huntsville Solid Waste Disposal Authority","2012",90863
"17800","Huntsville Solid Waste Disposal Authority","2013",94372
"17801","Huntsville Solid Waste Disposal Authority","2014",98216
"17802","Huron Real Estate Associates, LLC.","2010",46235
"17803","Husker Ag, LLC","2010",90267
"17804","Husky Energy CO","2019",661311.5
"17805","Husky Energy Inc.","2010",645144.5
"17806","Husky Energy Inc.","2011",666722.5
"17807","Husky Energy Inc.","2012",671077
"17808","Husky Energy Inc.","2013",681927.5
"17809","Husky Energy Inc.","2014",694052.5
"17810","Husky Superior Refining Holding Corp","2022",32040
"17811","Hutchinson Technology Inc","2012",6380
"17812","Hutchinson Technology Inc","2013",5066
"17813","Hutchinson Technology Inc","2014",5677
"17814","Hutchinson Technology Inc.","2011",12955
"17815","Hutchinson Technology Inc.","2012",4230
"17816","Hutchinson Technology Inc.","2013",4750
"17817","Hutchinson Technology Inc.","2014",5480
"17818","Hutchinson Utilities Commission","2010",5132
"17819","Hyde Park Holdings, L.L.C.","2011",74753
"17820","Hyde Park Holdings, L.L.C.","2012",91140
"17821","Hyde Park Holdings, L.L.C.","2013",75003
"17822","Hyde Park Holdings, L.L.C.","2014",71948
"17823","Hydro Extrusion North America","2018",51163
"17824","Hyundai Motor Manufacturing Alabama, LLC","2011",29375
"17825","Hyundai Motor Manufacturing Alabama, LLC","2012",31186
"17826","Hyundai Motor Manufacturing Alabama, LLC","2013",34433
"17827","Hyundai Motor Manufacturing Alabama, LLC","2014",36174
"17828","IACX ENERGY LLC","2018",48451
"17829","IACX ENERGY LLC","2019",257839
"17830","IACX ENERGY LLC","2020",282193
"17831","IACX ENERGY LLC","2021",366066
"17832","IACX ENERGY LLC","2022",351104
"17833","IACX Energy LLC","2017",27896
"17834","IBERDROLA RENEWABLES LLC","2014",924824
"17835","IBERDROLA USA INC","2011",300948
"17836","IBERDROLA USA INC","2012",155942
"17837","IBERDROLA USA INC","2013",117885
"17838","IBERDROLA USA INC","2014",113901
"17839","IBERDROLA USA INC","2015",1232454
"17840","IBERDROLA USA INC","2016",1152397
"17841","IBERDROLA USA INC","2017",1043763
"17842","IBERDROLA USA INC","2018",1162241
"17843","IBM CORP","2011",408981
"17844","IBM CORP","2012",368280
"17845","IBM CORP","2013",304247
"17846","IBM CORP","2014",289773
"17847","IBM Corporation","2010",102926
"17848","ICL Industrial Products","2022",23997
"17849","ICL NORTH AMERICA INC","2019",73337
"17850","ICL Performance Products LP","2010",44269
"17851","ICL SPECIALTY PRODUCTS NORTH AMERICA INC","2020",75308
"17852","ICL SPECIALTY PRODUCTS NORTH AMERICA INC","2021",79773
"17853","ICL SPECIALTY PRODUCTS NORTH AMERICA INC","2022",53905
"17854","ICL-PPLP (ICL PERFORMANCE PRODUCTS LP)","2015",50540
"17855","ICL-PPLP (ICL PERFORMANCE PRODUCTS LP)","2016",50576
"17856","ICL-PPLP (ICL PERFORMANCE PRODUCTS LP)","2017",49250
"17857","ICL-PPLP (ICL PERFORMANCE PRODUCTS LP)","2018",49475
"17858","ICL-PPLP (ICL Performance Products LP)","2011",49915
"17859","ICL-PPLP (ICL Performance Products LP)","2012",46694
"17860","ICL-PPLP (ICL Performance Products LP)","2013",52108
"17861","ICL-PPLP (ICL Performance Products LP)","2014",49874
"17862","ICM","2011",5552.268
"17863","ICM","2012",5759.7122
"17864","ICM INC","2015",39119.64
"17865","ICM INC","2016",38067.61
"17866","ICM INC","2017",38471.37
"17867","ICM INC","2018",38837.4
"17868","ICM INC","2019",46321.66
"17869","ICM INC","2020",69950.44
"17870","ICM INC","2021",71407.21
"17871","ICM INC","2022",80522.68
"17872","ICM, Inc.","2011",31990.14
"17873","ICM, Inc.","2012",29234.38
"17874","ICM, Inc.","2013",34371.05
"17875","ICM, Inc.","2014",37552.62
"17876","IDACORP","2010",88523
"17877","IDACORP","2011",79720
"17878","IDACORP","2012",1042566
"17879","IDACORP","2013",1872501.5
"17880","IDACORP","2014",1780638.5
"17881","IDACORP","2015",1588516.5
"17882","IDACORP","2016",1219560.5
"17883","IDACORP","2017",953512
"17884","IDACORP","2018",1329035.5
"17885","IDACORP INC","2019",1773960
"17886","IDACORP INC","2020",1583109.4
"17887","IDACORP INC","2021",5613649.97
"17888","IDACORP INC","2022",5509125.3
"17889","IDACORP, Inc","2010",1387034.5
"17890","IDACORP, Inc","2011",929909
"17891","IDAHO POWER","2011",4259944.2963
"17892","IDAHO POWER","2012",4570161.2715
"17893","IDAHO POWER","2013",4908449.4393
"17894","IDAHO POWER","2014",4817253.6306
"17895","IDAHO POWER","2015",4643730.1968
"17896","IDAHO POWER","2016",4095940.0748
"17897","IDAHO POWER","2017",4122535.2507
"17898","IDAHO POWER","2018",3815660.3976
"17899","IDAHO POWER","2019",4112069.9008
"17900","IDAHO REGIONAL SOLID WASTE DISTRICT","2018",21533
"17901","IDAHO WASTE SYSTEMS INC","2011",33561
"17902","IDAHO WASTE SYSTEMS INC","2012",36754
"17903","IDAHO WASTE SYSTEMS INC","2013",40747
"17904","IDAHO WASTE SYSTEMS INC","2014",43781
"17905","IDAHO WASTE SYSTEMS INC","2015",47643
"17906","IDAHO WASTE SYSTEMS INC","2016",50488
"17907","IDAHO WASTE SYSTEMS INC","2017",52847
"17908","IDAHO WASTE SYSTEMS INC","2019",59146
"17909","IESI","2010",124742
"17910","IESI","2011",98412
"17911","IESI","2012",232366
"17912","IESI","2013",197849
"17913","IESI","2014",197125
"17914","IESI AR LANDFILL CORP","2011",72316
"17915","IESI AR LANDFILL CORP","2012",74170
"17916","IESI AR LANDFILL CORP","2013",76356
"17917","IESI AR LANDFILL CORP","2014",80038
"17918","IESI CORP","2011",75051
"17919","IESI CORPORATION","2011",102075
"17920","IESI CORPORATION","2012",119334
"17921","IESI CORPORATION","2013",161304
"17922","IESI Corporation","2010",660000
"17923","IESI Corporation","2011",251337
"17924","IESI Corporation","2012",136569
"17925","IESI Corporation","2013",159967
"17926","IESI Corporation","2014",177210
"17927","IESI LA CORP","2011",42836
"17928","IESI LA CORP","2012",53221
"17929","IESI LA CORP","2013",135272
"17930","IESI LA CORP","2014",149104
"17931","IESI LA LANDFILL CORP","2011",261142
"17932","IESI LA LANDFILL CORP","2012",275941
"17933","IESI LA LANDFILL CORP","2013",285037
"17934","IESI LA LANDFILL CORP","2014",263148
"17935","IESI MO CORP","2011",59173
"17936","IESI MO CORP","2012",86906
"17937","IESI MO CORP","2013",97063
"17938","IESI MO CORP","2014",68458
"17939","IIF US HOLDING LP","2017",91479
"17940","IIF US HOLDING LP","2018",80557
"17941","IIF US HOLDING LP","2019",57076
"17942","IIF US HOLDING LP","2020",54341
"17943","IIF US HOLDING LP","2021",39890
"17944","IIF US HOLDING LP","2022",43861
"17945","IIF US Holding LP","2016",25252
"17946","IIG Minwool, LLC","2013",25638
"17947","IKOMAT INDUSTRIES","2015",15451.5
"17948","IKOMAT INDUSTRIES","2016",16404.5
"17949","IKOMAT INDUSTRIES","2017",15195.5
"17950","IKOMAT INDUSTRIES","2018",14984
"17951","IKOMAT INDUSTRIES","2019",15504.5
"17952","IKOMAT INDUSTRIES","2020",13783.5
"17953","IKOMAT INDUSTRIES","2021",14089.5
"17954","IKOMat Industries","2011",13469.5
"17955","IKOMat Industries","2012",13651.5
"17956","IKOMat Industries","2013",14995
"17957","IKOMat Industries","2014",15760
"17958","IL POMODORA INC","2015",787.5928718812
"17959","IL POMODORA INC","2016",873.5556768092
"17960","IL POMODORA INC","2017",624.5321762834
"17961","IL POMODORA INC","2018",761.9486793534
"17962","IL POMODORA INC","2019",804.1861729286
"17963","IL POMODORA INC","2020",719.525208556
"17964","IL POMODORA INC","2021",769.4397
"17965","IL POMODORA INC","2022",835.3485
"17966","IL Pomodora, Inc.","2011",706.4861388662
"17967","IL Pomodora, Inc.","2012",780.1537829932
"17968","IL Pomodora, Inc.","2013",675.3659503514
"17969","IL Pomodora, Inc.","2014",934.845503592
"17970","ILLINOIS GAS CO","2015",1427
"17971","ILLINOIS GAS CO","2016",1726
"17972","ILLINOIS GAS CO","2017",1484
"17973","ILLINOIS GAS CO","2018",1482
"17974","ILLINOIS GAS CO","2019",1486
"17975","ILLINOIS GAS CO","2020",1478
"17976","ILLINOIS GAS CO","2021",1482
"17977","ILLINOIS GAS CO","2022",1486
"17978","ILLINOIS GAS COMPANY","2011",1484
"17979","ILLINOIS GAS COMPANY","2012",11
"17980","ILLINOIS GAS COMPANY","2014",1523
"17981","ILLINOIS TOOL WORKS INC","2011",27501
"17982","ILLINOIS TOOL WORKS INC","2012",12618.97
"17983","ILLINOIS TOOL WORKS INC","2013",12696.39
"17984","ILLINOIS TOOL WORKS INC","2014",12641.02
"17985","ILLINOIS TOOL WORKS INC","2015",12830.16
"17986","ILLINOIS TOOL WORKS INC","2016",13475
"17987","ILLINOIS TOOL WORKS INC","2017",15562.4
"17988","ILLINOIS TOOL WORKS INC","2018",9585.87
"17989","ILLINOIS TOOL WORKS INC","2019",9104.2
"17990","ILLINOIS TOOL WORKS INC","2020",13372.59
"17991","ILLINOIS TOOL WORKS INC","2021",12134.85
"17992","ILLINOIS TOOL WORKS INC","2022",24990
"17993","IMERYS USA INC","2011",339448
"17994","IMERYS USA INC","2012",366352
"17995","IMERYS USA INC","2013",386768
"17996","IMERYS USA INC","2014",447725
"17997","IMERYS USA INC","2015",410522
"17998","IMERYS USA INC","2016",375794
"17999","IMERYS USA INC","2017",418506
"18000","IMERYS USA INC","2018",404481
"18001","IMERYS USA INC","2019",331193
"18002","IMERYS USA INC","2020",223589
"18003","IMERYS USA INC","2021",311095
"18004","IMERYS USA INC","2022",263441
"18005","IMERYS USA Inc.","2010",321977
"18006","IMG MIDSTREAM LLC","2017",101734
"18007","IMG MIDSTREAM LLC","2018",113177
"18008","IMG MIDSTREAM LLC","2019",99407
"18009","IMG MIDSTREAM LLC","2020",104205
"18010","IMG MIDSTREAM LLC","2021",114786
"18011","IMG MIDSTREAM LLC","2022",145968
"18012","IMG Midstream LLC","2016",67807
"18013","IMPACT EXPLORATION & PRODUCTION","2018",23859
"18014","IMPACT EXPLORATION & PRODUCTION","2020",48118
"18015","IMPACT EXPLORATION & PRODUCTION","2021",38106
"18016","IMPACT EXPLORATION & PRODUCTION","2022",61322
"18017","IMPERIAL IRRIGATION DISTRICT","2010",351418
"18018","IMPERIAL IRRIGATION DISTRICT","2011",500757.92
"18019","IMPERIAL IRRIGATION DISTRICT","2012",586624.82
"18020","IMPERIAL IRRIGATION DISTRICT","2013",653556.89
"18021","IMPERIAL IRRIGATION DISTRICT","2014",581722
"18022","IMPERIAL IRRIGATION DISTRICT","2015",563943.08
"18023","IMPERIAL IRRIGATION DISTRICT","2016",606072.48
"18024","IMPERIAL IRRIGATION DISTRICT","2017",578014.3
"18025","IMPERIAL IRRIGATION DISTRICT","2018",450238.95
"18026","IMPERIAL IRRIGATION DISTRICT","2019",416104.96
"18027","IMPERIAL IRRIGATION DISTRICT","2020",430255.99
"18028","IMPERIAL IRRIGATION DISTRICT","2021",565824.23
"18029","IMPERIAL IRRIGATION DISTRICT","2022",598162.48
"18030","IMPERIAL SUGAR CO","2011",261425.6629
"18031","IMTT-BAYONNE LLC","2019",36443
"18032","IMTT-BAYONNE LLC","2020",34191
"18033","IMTT-BAYONNE LLC","2021",33747
"18034","IMTT-BAYONNE LLC","2022",33590
"18035","IMTT-Bayonne, LLC","2018",40845
"18036","INC COUNTY OF LOS ALAMOS","2019",236610.639
"18037","INC COUNTY OF LOS ALAMOS","2020",245714.513
"18038","INC COUNTY OF LOS ALAMOS","2021",246573.094
"18039","INC COUNTY OF LOS ALAMOS NEW MEXICO","2022",159892.791
"18040","INCOBRASA INDUSTRIES LTD","2019",37681
"18041","INCOBRASA INDUSTRIES LTD","2020",53022
"18042","INCOBRASA INDUSTRIES LTD","2021",59651
"18043","INCOBRASA INDUSTRIES LTD","2022",64558
"18044","INCOBRASA NORTH AMERICA LTD","2011",30500
"18045","INCOBRASA NORTH AMERICA LTD","2012",36946
"18046","INCOBRASA NORTH AMERICA LTD","2013",39136
"18047","INCOBRASA NORTH AMERICA LTD","2014",38521
"18048","INCOBRASA NORTH AMERICA LTD","2015",40242
"18049","INCOBRASA NORTH AMERICA LTD","2016",38384
"18050","INCOBRASA NORTH AMERICA LTD","2017",38482
"18051","INCOBRASA NORTH AMERICA LTD","2018",38874
"18052","INDECK ENERGY","2011",77259
"18053","INDECK ENERGY","2012",95898
"18054","INDECK ENERGY","2013",93728
"18055","INDECK ENERGY","2014",174198
"18056","INDECK ENERGY","2015",719875
"18057","INDECK ENERGY","2016",505182
"18058","INDECK ENERGY","2017",442388
"18059","INDECK ENERGY","2018",498862
"18060","INDECK ENERGY SERVICES INC","2019",382900
"18061","INDECK ENERGY SERVICES INC","2020",274947
"18062","INDECK ENERGY SERVICES INC","2021",333012
"18063","INDECK ENERGY SERVICES INC","2022",358547
"18064","INDECK-Corinth Limited Partnership","2011",392827
"18065","INDECK-Corinth Limited Partnership","2012",288736
"18066","INDECK-Corinth Limited Partnership","2013",392130
"18067","INDECK-Corinth Limited Partnership","2014",383438
"18068","INDIAN RIVER COUNTY","2015",20804
"18069","INDIAN RIVER COUNTY","2016",12237
"18070","INDIAN RIVER COUNTY","2017",16716
"18071","INDIAN RIVER COUNTY","2018",30810
"18072","INDIAN RIVER COUNTY","2019",29997
"18073","INDIAN RIVER COUNTY","2020",17458
"18074","INDIAN RIVER COUNTY","2021",15782
"18075","INDIANA MUNICIPAL POWER AGENCY","2015",773722.5778
"18076","INDIANA MUNICIPAL POWER AGENCY","2016",920352.297
"18077","INDIANA MUNICIPAL POWER AGENCY","2017",913551.9416
"18078","INDIANA MUNICIPAL POWER AGENCY","2018",939444.0814
"18079","INDIANA MUNICIPAL POWER AGENCY","2019",661713.6288
"18080","INDIANA MUNICIPAL POWER AGENCY","2020",683845.6604
"18081","INDIANA MUNICIPAL POWER AGENCY","2021",589212.295
"18082","INDIANA MUNICIPAL POWER AGENCY","2022",599709.6694
"18083","INDIANA UNIVERSITY","2011",167456
"18084","INDIANA UNIVERSITY","2012",95883
"18085","INDIANA UNIVERSITY","2013",98237
"18086","INDIANA UNIVERSITY","2014",155591
"18087","INDIANA UNIVERSITY","2015",108250
"18088","INDIANA UNIVERSITY","2016",84903
"18089","INDIANA UNIVERSITY","2017",92303
"18090","INDIANA UNIVERSITY","2018",96495
"18091","INDIGO MINERALS LLC","2015",188380
"18092","INDIGO MINERALS LLC","2016",496346
"18093","INDIGO MINERALS LLC","2017",640095
"18094","INDIGO MINERALS LLC","2018",619590
"18095","INDIGO MINERALS LLC","2019",658127
"18096","INDIGO MINERALS LLC","2020",592763
"18097","INDORAMA VENTURES HOLDINGS LP","2016",322530
"18098","INDORAMA VENTURES HOLDINGS LP","2017",361452
"18099","INDORAMA VENTURES HOLDINGS LP","2018",347632
"18100","INDORAMA VENTURES INVESTMENT USA","2018",47534
"18101","INDORAMA VENTURES USA HOLDINGS LP","2019",774646
"18102","INDORAMA VENTURES USA HOLDINGS LP","2020",613532
"18103","INDORAMA VENTURES USA HOLDINGS LP","2021",1934070
"18104","INDORAMA VENTURES USA HOLDINGS LP","2022",2280467
"18105","INDSPEC CHEMICAL CORP","2016",104581
"18106","INEOS ABS (USA) Corporation","2010",91555
"18107","INEOS AMERICAS LLC","2020",68820
"18108","INEOS AMERICAS LLC","2021",83804
"18109","INEOS AMERICAS LLC","2022",74801
"18110","INEOS Joliet US Holdco LLC","2018",102960
"18111","INEOS NOVA, LLC","2010",322969
"18112","INEOS Nitriles USA LLC","2018",131450
"18113","INEOS PIGMENTS USA INC","2020",455521
"18114","INEOS PIGMENTS USA INC","2021",451856
"18115","INEOS PIGMENTS USA INC","2022",449186
"18116","INEOS STYROLUTION AMERICA LLC","2020",349963
"18117","INEOS STYROLUTION AMERICA LLC","2021",287851
"18118","INEOS STYROLUTION AMERICA LLC","2022",216682
"18119","INEOS US CHEMICALS CO","2021",121885
"18120","INEOS US CHEMICALS CO","2022",233191
"18121","INEOS US Chemicals CO","2021",136102
"18122","INEOS US I INC","2016",2225519
"18123","INEOS US I Inc","2016",152049
"18124","INEOS USA LLC","2010",2718318
"18125","INEOS USA LLC","2011",2920426
"18126","INEOS USA LLC","2012",2822078
"18127","INEOS USA LLC","2013",2691354
"18128","INEOS USA LLC","2014",2852293
"18129","INEOS USA LLC","2015",2846845
"18130","INEOS USA LLC","2016",404864
"18131","INEOS USA LLC","2017",2985824
"18132","INEOS USA LLC","2018",2924814
"18133","INEOS USA LLC","2019",3025220
"18134","INEOS USA LLC","2020",3083524
"18135","INEOS USA LLC","2021",3532644
"18136","INEOS USA LLC","2022",3291290
"18137","INERGY MIDSTREAM, LLC","2011",65580
"18138","INERGY MIDSTREAM, LLC","2012",61394
"18139","INFINEON TECHNOLOGIES AMERICAS CORP","2016",33848
"18140","INFINEON TECHNOLOGIES AMERICAS CORP","2017",37326
"18141","INFINEON TECHNOLOGIES AMERICAS CORP","2018",42561
"18142","INFINEON TECHNOLOGIES AMERICAS CORP","2019",22342
"18143","INFINEON TECHNOLOGIES AMERICAS CORP","2020",19520
"18144","INFINEON TECHNOLOGIES AMERICAS CORP","2021",20504
"18145","INFINEON TECHNOLOGIES AMERICAS CORP","2022",15672
"18146","INGEVITY CORP","2016",134078
"18147","INGEVITY CORP","2017",168626
"18148","INGEVITY CORP","2018",256865
"18149","INGEVITY CORP","2019",201266
