text,classification
State DOTs shall submit a Baseline Performance Period Report to FHWA by October 1st of the first year in a performance period.,none
"State DOTs shall submit their first Baseline Performance Period Report to FHWA by October 1, 2018, and subsequent Baseline Performance Period Reports to FHWA by October 1st every 4 years thereafter, except for the GHG measure specified in § 490.105(c)(5).",none
"For the Baseline Performance Period Report, State DOTs shall submit information related to the GHG measure in the report due to FHWA by October 1, 2026, and every 4 years thereafter.",none
"The metric and the individual values used to calculate the GHG metric, as described in § 490.511(c), for the calendar year preceding the reporting year, and a description of the data source(s) used for the VMT information.",none
State DOTs shall submit a Mid Performance Period Progress Report to FHWA by October 1st of the third year in a performance period.,none
"State DOTs shall submit their first Mid Performance Period Progress Report to FHWA by October 1, 2020, and subsequent Mid Performance Period Progress Reports to FHWA by October 1st every 4 years thereafter, except for the GHG measure specified in § 490.105(c)(5).",none
"For the Mid Performance Period Progress Report, the State DOTs shall submit information related to the GHG measure in the report due to FHWA by October 1, 2028, and every 4 years thereafter.",none
"The metric and the individual values used to calculate the GHG metric, as described in § 490.511(c), for the calendar year preceding the reporting year, and a description of the data source(s) used for the VMT information.",none
State DOTs shall submit a progress report on the full performance period to FHWA by October 1st of the first year following the reference performance period.,none
"State DOTs shall submit their first Full Performance Period Progress Report to FHWA by October 1, 2022, and subsequent Full Performance Period Progress Reports to FHWA by October 1st every 4 years thereafter, except for the GHG measure specified in § 490.105(c)(5).",none
"For the Full Performance Period Progress Report, State DOTs shall submit information related to the GHG measure in the report due to FHWA by October 1, 2026, and every 4 years thereafter.",none
"The metric and the individual values used to calculate the GHG metric, as described in § 490.511(c), for the calendar year preceding the reporting year, and a description of the data source(s) used for the VMT information.",none
"For the GHG measure in § 490.105(c)(5), the MPOs shall also report:

(i) The calculation of annual tailpipe CO2

emissions for the NHS, and may include all public roads, described in § 490.511(f), for the period between the current and previous system performance report, and the reference year.",reduction
