"PARENT COMPANIES","REPORTING YEAR","GHG QUANTITY (METRIC TONS CO2e)"
"Clariant Corportation (100%)",2014,25074
"COMPASS MINERALS (100%)",2014,106021
"H.I.G. BBC Holdings Corporation (100%)",2014,334543
"THE DOW CHEMICAL CO (100%)",2014,40285
"SABIC Innovative Plastics Holding US LP (50%); Total Holdings USA, Inc. (50%)",2014,426223
"Daikin America, Inc (100%)",2014,354098
"DELTECH ACQUISITION CORP (100%)",2014,104417
"THE DOW CHEMICAL CO (100%)",2014,58184
"Dow Corning Corporation  (100%)",2014,143228
"THE DOW CHEMICAL CO (100%)",2014,5251889
"DSM HOLDING CO INC (100%)",2014,438207
"DSM Holding Co USA Inc. (100%)",2014,54641
"E I DU PONT DE NEMOURS & CO (100%)",2014,84823
"Dyno Nobel Inc. (100%)",2014,37795
"Dyno Nobel Incorporated (100%)",2014,445542
"PBF Holding Company LLC (100%)",2014,379109
"VALERO CORP (100%)",2014,271311
"Glencoe Capital  (100%)",2014,51192
"CORNING INC (50%); THE DOW CHEMICAL CO (50%)",2014,89956
"FMC CORP (100%)",2014,29794
"DYNO NOBEL INC (100%)",2014,197193
"E. I. DuPont de Nemours and Company (100%)",2014,22520
"BRISTOL-MYERS SQUIBB CO (100%)",2014,38153
"Eco Services Operations LLC (100%)",2014,29740
"LSB INDUSTRIES INC (100%)",2014,620455
"LSB INDUSTRIES INC (100%)",2014,150073
"ELEMENTIS Worldwide (100%)",2014,145127
"EMERALD PERFORMANCE MATERIALS LLC (100%)",2014,89952
"LYONDELLBASELL (100%)",2014,717385
"Lyondell Chemical Company (100%)",2014,39990
"LYONDELLBASELL (100%)",2014,451497
"LYONDELLBASELL (100%)",2014,427468
"LyondellBasell Industries (100%)",2014,1117697
"Erachem Comilog, Inc. (100%)",2014,44379
"Ergon, Inc.  (100%)",2014,62973
"Ergon, Inc. (100%)",2014,13729
"EVONIK CORPORATION (100%)",2014,35970
"J.M. Huber Corporation (100%)",2014,47590
"Evonik Degussa Corp (100%)",2014,29321
"EVONIK INDUSTRIES (100%)",2014,166021
"Evonik Corporation (100%)",2014,43923
"EVONIK Corporation (100%)",2014,86648
"Evonik Corporation (100%)",2014,66205
"EXXONMOBIL CORP (100%)",2014,28714
"EXXONMOBIL CORP (100%)",2014,53127
"Axiall Corporation (100%)",2014,985785
"Axiall Corporation (83%); RS CO GEN (17%)",2014,1303353
"RENTECH INC (59.7%); RENTECH NITROGEN PARTNERS, LP (40.3%)",2014,626657
"Eastman Chemical Company (100%)",2014,1193963
"Eastman Chemical Company (100%)",2014,4631855
"EASTMAN CHEMICAL CO (100%)",2014,40883
"Eco Services Operations LLC (100%)",2014,48466
"ELI LILLY & CO (100%)",2014,134843
"EMERY OLEOCHEMICALS LLC (100%)",2014,194623
"Exxon Mobil Corporation (100%)",2014,125247
"Exxon Mobil Corporation (100%)",2014,52678
"E I DU PONT DE NEMOURS & CO (100%)",2014,136970
"Formosa Plastics Corporation, USA (100%)",2014,368000
"FORMOSA PLASTICS CORP USA (100%)",2014,3640055
"FRESENIUS MEDICAL CARE NORTH AMERICA (100%)",2014,60118
"KOCH INDUSTRIES INC (100%)",2014,556708
"KOCH INDUSTRIES INC (100%)",2014,114112
"Koch Industries, Inc. (100%)",2014,1148415
"FUJIFILM HOLDINGS AMERICA CORP (100%)",2014,30234
"FUTUREFUEL CORP (100%)",2014,191184
"GENENTECH INC (100%)",2014,31248
"Geneva Nitrogen LLC (100%)",2014,86198
"GlaxoSmithKline LLC (100%)",2014,27505
"GOODYEAR TIRE & RUBBER CO (100%)",2014,29725
"W.R. Grace & Co. - Conn. (100%)",2014,137220
"W.R. Grace & Co.-Conn. (100%)",2014,127959
"INEOS USA LLC (100%)",2014,234987
"GREEN VALLEY CHEMICAL CORP (100%)",2014,37483
"Smith Beecham Corporation (100%)",2014,251
"GlaxoSmithKline (100%)",2014,17052
"BASIN ELECTRIC (100%)",2014,1246360
"MOMENTIVE PERFORMANCE MATERIALS HOLDINGS LLC (100%)",2014,61478
"HOLLYFRONTIER CORP (100%)",2014,430405
"HONEYWELL INTERNATIONAL, INC (100%)",2014,48814
"HONEYWELL INTERNATIONAL INC (100%)",2014,20296
"HONEYWELL INTERNATIONAL, INC (100%)",2014,152036
"HONEYWELL INTERNATIONAL, INC (100%)",2014,733914
"HUNT CONSOLIDATED, INC (100%)",2014,200936
"Huntsman Petrochemical LLC (100%)",2014,55068
"HollyFrontier Corporation (100%)",2014,51700
"ICL-PPLP (ICL Performance Products LP) (100%)",2014,49874
"CHEVRON CORP (100%)",2014,6226
"INTERNATIONAL FLAVORS & FRAGRANCES INC (100%)",2014,29881
"Occidental Petrolem Corporation (100%)",2014,85421
"Axiall Corporation (100%)",2014,53803
"INEOS USA LLC (100%)",2014,2282856
"INEOS USA LLC (100%)",2014,119341
"Styrolution America, LLC (100%)",2014,282584
"Styrolution America, LLC (100%)",2014,100355
"Cristal USA Inc. (100%)",2014,156540
"Cristal USA Inc (100%)",2014,313922
"MEADWESTVACO CORP (100%)",2014,23559
"MEADWESTVACO CORP (100%)",2014,57661
"MEADWESTVACO CORP (100%)",2014,73024
"KOCH INDUSTRIES INC (100%)",2014,1888186
"KOCH INDUSTRIES INC (100%)",2014,1363659
"ISP CHEMCO LLC (100%)",2014,86694
"ASHLAND INC (100%)",2014,126283
"ASHLAND INC (100%)",2014,34271
"Huntsman Petrochemical, LLC  (100%)",2014,39240
"Huntsman International LLC (100%)",2014,1264341
"BP America Inc (100%)",2014,288716
"Agrium U.S., Inc (100%)",2014,104022
"JR SIMPLOT CO (100%)",2014,17822
"J.R. Simplot Company (100%)",2014,119998
"JX Nippon Chemical Texas Inc (100%)",2014,47134
"KMCO, LLC (100%)",2014,39171
"KMCO, LLC (100%)",2014,34243
"Koch Industries, Inc (100%)",2014,1593077
"KOCH INDUSTRIES INC (100%)",2014,561959
"KOCH INDUSTRIES INC (100%)",2014,531951
"ARIZONA CHEMICAL CO LLC (100%)",2014,29262
"KiOR, Inc (100%)",2014,3115
"KOCH INDUSTRIES INC (100%)",2014,887003
"KOPPERS INC (100%)",2014,33972
"KOPPERS INC (100%)",2014,40510
"Lanxess Corporation (100%)",2014,138581
"CHEMTURA CORP (100%)",2014,52402
"CHEMTURA CORP (100%)",2014,39919
"CHEMTURA CORP (100%)",2014,21726
"Lyondell Chemical Company (100%)",2014,67510
"ELI LILLY & CO (100%)",2014,23490
"Praxair, Inc. (100%)",2014,156643
"Praxair, Inc. (100%)",2014,1376543
"Linde Gas North America, LLC (100%)",2014,732181
"Linde Gas North America LLC (100%)",2014,447577
"Praxair, Inc. (100%)",2014,38801
"Praxair, Inc. (100%)",2014,373937
"DELEK US HOLDINGS INC (100%)",2014,37896
"KRONOS Louisiana, Inc. (50%); Tioxide Americas LLC (50%)",2014,266455
"BERKSHIRE HATHAWAY (100%)",2014,30433
"BERKSHIRE HATHAWAY (100%)",2014,31530
"BERKSHIRE HATHAWAY (100%)",2014,103159
"LUCITE INTERNATIONAL INC (100%)",2014,62701
"LYONDELLBASELL (100%)",2014,354048
"LaPorte Methanol Company (100%)",2014,40507
"Linde Gas North America, LLC (100%)",2014,1205264
"Air Liquide Large Industries U.S. LP (100%)",2014,724442
"PDV HOLDING INC (100%)",2014,36822
"Praxair, Inc. (100%)",2014,102837
"Linde Gas North America, LLC (100%)",2014,88722
"PRAXAIR INC (100%)",2014,1140823
"PRAXAIR INC (100%)",2014,720099
"LINDE GAS NORTH AMERICA, LLC (100%)",2014,141031
"Praxair, Inc (100%)",2014,592846
"Praxair, Inc (100%)",2014,576714
"Praxair, Inc. (100%)",2014,1269228
"PRAXAIR INC (100%)",2014,792769
"PRAXAIR INC (100%)",2014,24953
"TESORO CORP (100%)",2014,997107
"MALLINCKRODT INC (100%)",2014,42156
"MARTIN MIDSTREAM PARTNERS LP (100%)",2014,14070
"Shell Petroleum INCORPORATED (100%)",2014,961975
"Merck Sharp & Dohme Corp (100%)",2014,50953
"MERCK & CO INC (100%)",2014,77405
"Linde LLC (100%)",2014,879
"Mexichem Fluor Inc. (100%)",2014,59175
"Phosphate Holdings Inc (100%)",2014,75412
"Monument Chemical Inc. (100%)",2014,59060
"MORTON SALT INC (100%)",2014,176350
"MOMENTIVE PERFORMANCE MATERIALS INC. (100%)",2014,32372
"WESTERN REFINING INC (100%)",2014,38235
"Linde Gas North America, LLC (100%)",2014,53751
"Linde Gas North America, LLC (100%)",2014,360176
"Linde Gas North America, LLC (100%)",2014,93431
"Linde Gas North America, LLC (100%)",2014,151887
"LINDE GAS NORTH AMERICA, LLC (100%)",2014,61112
"MERCK & CO INC (100%)",2014,292934
"Monument Chemical (100%)",2014,53624
"The Mosaic Company (100%)",2014,143576
"The Mosaic Company (100%)",2014,34951
"THE MOSAIC CO (100%)",2014,131304
"THE MOSAIC CO (100%)",2014,31410
"The Mosaic Company (100%)",2014,10009
"The Mosaic Company (100%)",2014,277743
"The Mosaic Company (100%)",2014,98170
"The Mosaic Company (100%)",2014,4191
"The Mosaic Company (100%)",2014,106544
"Koch Industries, Inc. (100%)",2014,866982
"HOLLYFRONTIER CORP (100%)",2014,156772
"Akzo Nobel Chemicals, Inc. (100%)",2014,46643
"WILLIAMS PARTNERS, LP (100%)",2014,53701
"NOVARTIS PHARMACEUTICALS CORP (100%)",2014,23654
"Natural Soda (100%)",2014,43145
"NA Industries, Inc. (100%)",2014,1877
"Motiva Enterprises, LLC (50%); Shell Petroleum Inc. (Shell Chemical LP - Norco, LA)  (50%)",2014,44393
"AbbVie Inc. (100%)",2014,84941
"EKA CHEMICALS INC (100%)",2014,38612
"OCCIDENTAL PETROLEUM CORP (100%)",2014,74589
"OCCIDENTAL PETROLEUM CORP (100%)",2014,142688
"OCCIDENTAL PETROLEUM CORP (100%)",2014,55252
"Occidental Petroleum Corporation (100%)",2014,1518401
"OCCIDENTAL PETROLEUM CORP (100%)",2014,23731
"Albiorix Inc. (100%)",2014,534108
"ONEOK Partners, L.P. (100%)",2014,28517
"OCCIDENTAL PETROLEUM CORP (100%)",2014,106305
"OCCIDENTAL PETROLEUM CORP (100%)",2014,1267097
"OCCIDENTAL PETROLEUM CORP (100%)",2014,121530
"OLIN CORP (100%)",2014,33246
"OLIN CORP (100%)",2014,36459
"ORION ENGINEERED CARBONS LLC (100%)",2014,200650
"ORION ENGINEERED CARBONS LLC (100%)",2014,267929
"MONSANTO CO (100%)",2014,546002
"CABOT CORP (100%)",2014,120259
"PCS NITROGEN FERTILIZER LP (100%)",2014,1684388
"Potash Holding Company, Inc. (100%)",2014,2090458
"PCS NITROGEN FERTILIZER LP (100%)",2014,1407149
"POTASH HOLDING CO, INC (100%)",2014,475478
"ASRC (100%)",2014,23597
"PFIZER, INC (100%)",2014,137582
"Phillips 66 Company (100%)",2014,253784
"PMC GROUP (100%)",2014,107753
"Fostoria Ethanol LLC (100%)",2014,102902
"PPG INDUSTRIES INC (100%)",2014,108633
"PQ CORP (100%)",2014,18133
"PQ CORP (100%)",2014,26979
"PQ CORP (100%)",2014,21388
"PQ CORP (100%)",2014,12788
"PQ CORP (100%)",2014,14145
"PQ CORP (100%)",2014,18184
"PRAXAIR INC (100%)",2014,46322
"LSB INDUSTRIES INC (100%)",2014,293731
"Enterprise Products Operating, LLC (100%)",2014,39647
"DSM PHARMACEUTICALS PRODUCT (100%)",2014,37423
"PBF Energy (100%)",2014,9836
"PFIZER, INC (100%)",2014,119966
"PFIZER, INC (100%)",2014,45507
"Phillips 66 Company (100%)",2014,128917
"Phillips 66 Company (100%)",2014,239913
"Phillips 66 Company (100%)",2014,537765
"Phillips 66 Company (100%)",2014,195526
"The Procter & Gamble Company (81.3%); DTE ENERGY CO (18.7%)",2014,211374
"PROCTER & GAMBLE (100%)",2014,26683
"Hawaii Independent Energy, LLC (100%)",2014,123912
"Renewable Energy Group, Inc. (100%)",2014,27882
"THE DOW CHEMICAL CO (100%)",2014,350083
"Rubicon LLC (100%)",2014,62918
"Rousselot, Inc. (100%)",2014,44274
"E I DU PONT DE NEMOURS & CO (100%)",2014,729403
"Phillips 66 Company (100%)",2014,138285
NA,2014,26304
"Sanofi Pasteur Inc. (100%)",2014,31269
"Savannah River Nuclear Solutions, LLC (100%)",2014,13849
"SC JOHNSON AND SON INC (100%)",2014,27615
"Shell Petroleum, Inc. (100%)",2014,939534
"SHELL CHEMICAL LP (100%)",2014,11087
"DEER PARK REFINING LP (50%); Shell Petroleum Inc.  (50%)",2014,45140
"C-K TECH, INC (100%)",2014,491805
"SI GROUP INC (100%)",2014,85831
"SI GROUP INC (100%)",2014,35382
"JR SIMPLOT CO (100%)",2014,55718
"THE SINCLAIR COS (100%)",2014,222941
"SNF Holding Company (100%)",2014,58323
"SOLUTIA INC (100%)",2014,24974
"Solvay Chemicals, Inc. (100%)",2014,46953
"TRECORA Resources (100%)",2014,75287
"STEPAN CO (100%)",2014,38129
"SUNCOR ENERGY (USA) INC (100%)",2014,105346
"Syngenta Corp. (100%)",2014,53833
"Sasol USA Corporation (100%)",2014,63922
"SASOL CHEMICALS (USA) LLC (100%)",2014,808304
"AIR PRODUCTS & CHEMICALS INC (100%)",2014,18570
"SHELL OIL CO (100%)",2014,38226
"Solvay USA Inc. (100%)",2014,32220
"THE DOW CHEMICAL CO (100%)",2014,2905740
"NORTHERN TIER ENERGY LLC (100%)",2014,64485
"Pinona Holdings, Inc (100%)",2014,42186
"Pinova Holdings, Inc. (100%)",2014,35922
"Taminco US, Inc. (100%)",2014,54056
"Taminco US Inc. (100%)",2014,53539
"Tate & Lyle Ingredients Americas LLC (100%)",2014,29492
"CF INDUSTRIES HOLDINGS INC (100%)",2014,942426
"TESORO CORP (100%)",2014,97548
"TESORO CORP (100%)",2014,489248
"TETRA TECHNOLOGIES INC (100%)",2014,55388
"JW CHILDS LP (100%)",2014,32431
"EXXON MOBIL CORPORATION (100%)",2014,1039793
"TPC Group LLC (100%)",2014,102439
"TPC GROUP INC (100%)",2014,522943
"TRADEMARK NITROGEN CORP (100%)",2014,23113
"Tronox LLC (100%)",2014,359321
"The Mosaic Company (100%)",2014,1014127
"Tate & Lyle Sucralose LLC (100%)",2014,45206
"THE DOW CHEMICAL CO (100%)",2014,60347
"THE DOW CHEMICAL CO (100%)",2014,2651305
"AGRIUM US INC (100%)",2014,34218
NA,2014,15974
"THE DOW CHEMICAL CO (100%)",2014,710702
"THE DOW CHEMICAL CO (100%)",2014,96776
"THE DOW CHEMICAL CO (100%)",2014,13283
"HONEYWELL INTERNATIONAL, INC (100%)",2014,38028
"VALERO CORP (100%)",2014,374871
"VALERO CORP (100%)",2014,613574
"VALERO CORP (100%)",2014,850360
"VALERO CORP (100%)",2014,154814
"VALERO CORP (100%)",2014,230950
"Vantage Oleochemicals Inc. (100%)",2014,46436
"Terra Nitrogen Company, LP (100%)",2014,3577314
"VVF INTERVEST LLC (100%)",2014,44422
"VALERO CORP (100%)",2014,689946
"E I DU PONT DE NEMOURS & CO (100%)",2014,46507
"Air Products and Chemicals, Inc. (100%)",2014,282330
"VSI HOLDINGS LLC (100%)",2014,100715
"WR GRACE & CO (100%)",2014,27467
"WASHINGTON MILLS ELECTRO MINERALS CORP (100%)",2014,122596
"WESTLAKE CHEMICAL CORP (100%)",2014,2102927
"WESTLAKE CHEMICAL CORP (100%)",2014,126212
"Westlake Chemcial Company (100%)",2014,170049
"WESTLAKE CHEMICAL CORP (100%)",2014,443626
"Phillips 66 Company (100%)",2014,891496
"Pfizer Inc. (100%)",2014,24444
"CVR ENERGY INC (100%)",2014,3951
"PHOSPHATE HOLDING CO, INC (100%)",2014,97058
"AGRIUM US INC (100%)",2014,16551
"3M Center (100%)",2013,58215
"3M Company (100%)",2013,2289069
"3M (100%)",2013,29467
"AbbVie Inc. (100%)",2013,106358
"ADA Carbon Solutions, LLC (100%)",2013,97534
"HONEYWELL INTERNATIONAL, INC (100%)",2013,1115671
"Gevo (100%)",2013,8281
"AGRIUM US INC (100%)",2013,888229
"AGRIUM US INC (100%)",2013,154497
"Air Liquide Large Industries US LP (100%)",2013,582787
"Air Liquide Large Industries U.S. LP (100%)",2013,417677
"AMERICAN AIR LIQUIDE HOLDINGS, INC (100%)",2013,15132
"Air Liquide Large Industries U.S. LP (100%)",2013,206193
"Air Liquide Large Industries U.S. LP (100%)",2013,430713
"Air Liquide America LP (100%)",2013,471190
"Air Liquide Large Industries US LP (100%)",2013,884055
"AIR PRODUCTS & CHEMICALS INC (100%)",2013,808508
"AIR PRODUCTS & CHEMICALS INC (100%)",2013,677191
"AIR PRODUCTS & CHEMICALS INC (100%)",2013,52191
"AIR PRODUCTS & CHEMICALS INC (100%)",2013,220230
"AIR PRODUCTS & CHEMICALS INC (100%)",2013,719190
"AIR PRODUCTS & CHEMICALS INC (100%)",2013,270211
"Air Products and Chemicals, Inc (100%)",2013,192346
"AIR PRODUCTS & CHEMICALS INC (100%)",2013,878248
"AIR PRODUCTS & CHEMICALS INC (100%)",2013,43640
"AIR PRODUCTS & CHEMICALS INC (100%)",2013,474277
"AIR PRODUCTS & CHEMICALS INC (100%)",2013,719695
"AIR PRODUCTS & CHEMICALS INC (100%)",2013,607536
"Akzo Nobel Chemicals, Inc. (100%)",2013,48111
"ALBEMARLE CORP (100%)",2013,32645
"Albemarle Corporation (100%)",2013,53609
"ALBEMARLE CORP (100%)",2013,77119
"Haverhill Chemicals, LLC (100%)",2013,36442
"ARKEMA INC (50%); NA INDUSTRIES, INC (50%)",2013,83257
"Chevron Phillips Chemical Company, LLC (50%); STYRON LLC (50%)",2013,712053
"AMGEN INC (100%)",2013,22372
"AMGEN INC (100%)",2013,28274
"MITSUI CHEMICALS AMERICA, INC. (100%)",2013,46598
"THE DOW CHEMICAL CO (100%)",2013,91275
"FREEPORT MCMORAN COPPER & GOLD (50%); SOUTHWEST ENERGY (50%)",2013,396908
"ARIZONA CHEMICAL CO LLC (100%)",2013,73580
"Arkema Inc. (100%)",2013,66585
"Arkema Inc.  (100%)",2013,62801
"ARKEMA DELAWARE INC (100%)",2013,2712916
"Ascend Performance Materials Texas, Inc. (100%)",2013,594972
"SID RICHARDSON CARBON & ENERGY CO (100%)",2013,357969
"HONEYWELL Resins & Chemicals LLC (100%)",2013,143874
"Air Liquide USA Inc (100%)",2013,58995
"Air Liquide Large Industries US LP (100%)",2013,599566
"AIR PRODUCTS & CHEMICALS INC (100%)",2013,187878
"AIR PRODUCTS & CHEMICALS INC (100%)",2013,560049
"Air Products and Chemicals, Inc. (100%)",2013,2651886
"AIR PRODUCTS & CHEMICALS INC (100%)",2013,861875
"Air Products and Chemicals, Inc. (100%)",2013,420347
"AIR PRODUCTS & CHEMICALS INC (100%)",2013,34823
"Air Products and Chemicals, Inc. (100%)",2013,2384
"AIR PRODUCTS & CHEMICALS INC (100%)",2013,854976
"Air Products and Chemicals, Inc. (100%)",2013,86838
"Akzo Nobel Chemicals, Inc. (100%)",2013,23293
"Albemarle Corporation (100%)",2013,112158
"Alcon Laboratories, Inc. (100%)",2013,31337
"USEC Inc. (100%)",2013,6895
"Arkema Inc. (100%)",2013,14940
"Ascend Performance Materials LLC (100%)",2013,675707
"Ascend Performance Materials LLC (100%)",2013,5077105
"AXIALL CORPORATION (100%)",2013,1349492
"GEORGIA GULF CORP (100%)",2013,80573
"B.Braun Medical US (100%)",2013,39264
"BASF Corporation (100%)",2013,55173
"BASF Corporation (100%)",2013,773605
"BASF Corporation (100%)",2013,91858
"BASF Corporation (100%)",2013,166772
"BASF Corporation (100%)",2013,63005
"BASF Corporation (100%)",2013,29949
"BASF CORPORATION (100%)",2013,54784
"BASF Corporation (100%)",2013,656764
"BASF CORP (100%)",2013,1683111
"BAXTER INTERNATIONAL INC (100%)",2013,6626
"BAYER GROUP (100%)",2013,39870
"Biogen Idec, Inc. (100%)",2013,76312
"COLUMBIAN CHEMICALS CO (100%)",2013,105803
"BLUE ISLAND PHENOL LLC (100%)",2013,48908
"Phillips 66  (100%)",2013,661318
"BP America Inc. (100%)",2013,223066
"BP America Inc (100%)",2013,101798
"BP AMERICA INC (100%)",2013,711576
"BP America Inc. (50%); Husky Energy Inc. (50%)",2013,52341
"BRISTOL-MYERS SQUIBB CO (100%)",2013,63317
"Bayer CropScience LP (100%)",2013,219124
"Air Liquide Large Industries US LP (100%)",2013,1652620
"ORION ENGINEERED CARBONS LLC (100%)",2013,182223
"SID RICHARDSON CARBON & ENERGY CO (100%)",2013,333282
"SID RICHARDSON CARBON & ENERGY CO (100%)",2013,298624
"ORION ENGINEERED CARBONS LLC (100%)",2013,179358
"TRONOX LTD (100%)",2013,24863
"BRISTOL-MYERS SQUIBB CO   (100%)",2013,25903
"Buckeye Port Reading Terminal LLC (100%)",2013,2548
"Cabot Corporation (100%)",2013,332457
"CABOT CORP (100%)",2013,275160
"CABOT CORP (100%)",2013,5277
"Cabot Corporation (100%)",2013,232026
"CABOT CORP (100%)",2013,119255
"Calgon Carbon Corporation (100%)",2013,43938
"CALUMET LUBRICANTS CO LP (100%)",2013,24935
"CALUMET LUBRICANTS CO LP (100%)",2013,15344
"CALUMET LUBRICANTS CO LP (100%)",2013,50863
"CARESTREAM HEALTH INC (100%)",2013,35264
"Carus Corporation (100%)",2013,19733
"CF INDUSTRIES HOLDINGS INC (100%)",2013,6921307
"CF INDUSTRIES HOLDINGS INC (100%)",2013,2104834
"CF Industries, Inc. (100%)",2013,1346243
"LYONDELLBASELL (100%)",2013,2015861
"E I DU PONT DE NEMOURS & CO (100%)",2013,997036
"E I DU PONT DE NEMOURS & CO (100%)",2013,474980
"E. I. du Pont de Nemours & Co. (100%)",2013,785322
"E I DU PONT DE NEMOURS & CO (100%)",2013,61599
"E.I. du Pont de Nemours and Company (100%)",2013,4125650
"E I DU PONT DE NEMOURS & CO (100%)",2013,38614
"E I DU PONT DE NEMOURS & CO (100%)",2013,905968
"LSB Chemical Corporation (100%)",2013,309966
"MERCK & CO INC (100%)",2013,25916
"Chevron Phillips Chemical Company LP (100%)",2013,1465448
"Chevron Phillips Chemical Company LP (100%)",2013,36364
"Chevron Phillips Chemical Company LP (100%)",2013,503747
"Chevron Corporation (100%)",2013,1232128
"Chevron Corporation (100%)",2013,532478
"CHS INC (100%)",2013,226107
"NATIONAL COOPERATIVE REFINERY ASSOC (100%)",2013,248790
"Celanese Corporation (100%)",2013,419030
"CIP II/AR BRIDGEWATER HOLDINGS LLC (100%)",2013,26962
"CVR ENERGY INC (100%)",2013,1913140
"Columbian Chemicals (100%)",2013,290511
"Continental Carbon Company (100%)",2013,154090
"CONTINENTAL CARBON CO (100%)",2013,235937
"CONTINENTAL CARBON CO (100%)",2013,136832
"BAYER GROUP (100%)",2013,26912
"CSL BEHRING LLC (100%)",2013,36964
"CYTEC INDUSTRIES INC (100%)",2013,37305
"CALUMET LUBRICANTS CO LP (100%)",2013,36682
"The Mosaic Company (100%)",2013,49090
"E I DU PONT DE NEMOURS & CO (100%)",2013,38927
"E I DU PONT DE NEMOURS & CO (100%)",2013,134004
"E.I. duPont Nemours and Company (100%)",2013,102910
"E. I. duPont de Nemours and Company (100%)",2013,387100
"Chemtrade Logistics (100%)",2013,33016
"Chevron Corporation (100%)",2013,146643
"Chevron Corporation (highest-level company in the ownership hierarchy of the refining assets only, n (93.1%); Chevron Phillips Chemical Company LLC (6.9%)",2013,1129913
"Chevron Phillips Chemical Company, LP (100%)",2013,951174
"DYNO NOBEL INC (100%)",2013,509912
"Clariant Corportation (100%)",2013,24292
"COMPASS MINERALS (100%)",2013,96320
"H.I.G. BBC Holdings Corporation (100%)",2013,323537
"THE DOW CHEMICAL CO (100%)",2013,38312
"SABIC Innovative Plastics Holding US LP (50%); Total Holdings USA, Inc. (50%)",2013,410575
"Daikin America, Inc (100%)",2013,313334
"DELTECH ACQUISITION CORP (100%)",2013,79640
"THE DOW CHEMICAL CO (100%)",2013,58403
"Dow Corning Corporation  (100%)",2013,144750
"THE DOW CHEMICAL CO (100%)",2013,5069809
"DSM HOLDING CO INC (100%)",2013,454926
"DSM Holding Co USA Inc. (100%)",2013,50900
"E I DU PONT DE NEMOURS & CO (100%)",2013,91331
"Dyno Nobel Inc. (100%)",2013,29798
"Dyno Nobel Incorporated (100%)",2013,364387
"PBF Holding Company LLC (100%)",2013,347608
"VALERO CORP (100%)",2013,249064
"Glencoe Capital  (100%)",2013,46976
"CORNING INC (50%); THE DOW CHEMICAL CO (50%)",2013,85161
"FMC CORP (100%)",2013,32917
"DYNO NOBEL INC (100%)",2013,207838
"E. I. DuPont de Nemours and Company (100%)",2013,30557
"BRISTOL-MYERS SQUIBB CO (100%)",2013,40140
"Solvay USA Inc. (100%)",2013,32087
"LSB INDUSTRIES INC (100%)",2013,367676
"LSB INDUSTRIES INC (100%)",2013,126673
"ELEMENTIS Worldwide (100%)",2013,151634
"EMERALD PERFORMANCE MATERIALS LLC (100%)",2013,86403
"LYONDELLBASELL (100%)",2013,921253
"Lyondell Chemical Company (100%)",2013,22264
"LYONDELLBASELL (100%)",2013,437285
"LYONDELLBASELL (100%)",2013,440072
"LyondellBasell Industries (100%)",2013,1124080
"Erachem Comilog, Inc. (100%)",2013,37840
"Ergon, Inc.  (100%)",2013,52512
"Ergon, Inc. (100%)",2013,8228
"EVONIK CORPORATION (100%)",2013,40064
"J.M. Huber Corporation (100%)",2013,47597
"EVONIK GOLDSCHMIDT CORP (100%)",2013,87603
"EVONIK INDUSTRIES (100%)",2013,165827
"Evonik Goldschmidt Corporation (100%)",2013,55934
"Evonik Corporation (100%)",2013,63989
"EXXONMOBIL CORP (100%)",2013,50986
"EXXONMOBIL CORP (100%)",2013,56619
"Axiall Corporation (100%)",2013,809417
"Axiall Corporation (83%); RS CO GEN (17%)",2013,1440861
"RENTECH INC (59.9%); RENTECH NITROGEN PARTNERS LP (40.1%)",2013,631119
"Eastman Chemical Company (100%)",2013,1185401
"Eastman Chemical Company (100%)",2013,4719447
"EASTMAN CHEMICAL CO (100%)",2013,47106
"Solvay USA Inc. (100%)",2013,44756
"ELI LILLY & CO (100%)",2013,140248
"EMERY OLEOCHEMICALS LLC (100%)",2013,184513
"Exxon Mobil Corporation (100%)",2013,140065
"Exxon Mobil Corporation (100%)",2013,18465
"E I DU PONT DE NEMOURS & CO (100%)",2013,275133
"Formosa Plastics Corporation, USA (100%)",2013,338032
